time,hydrogen_reference
1.0000e+00,3.0000e-02
2.0000e+00,3.0000e-02
3.0000e+00,3.0000e-02
4.0000e+00,3.0000e-02
5.0000e+00,3.0000e-02
6.0000e+00,3.0000e-02
7.0000e+00,3.0000e-02
8.0000e+00,3.0000e-02
9.0000e+00,3.0000e-02
1.0000e+01,3.0000e-02
1.1000e+01,3.0000e-02
1.2000e+01,3.0000e-02
1.3000e+01,3.0000e-02
1.4000e+01,3.0000e-02
1.5000e+01,3.0000e-02
1.6000e+01,3.0000e-02
1.7000e+01,3.0000e-02
1.8000e+01,3.0000e-02
1.9000e+01,3.0000e-02
2.0000e+01,3.0000e-02
2.1000e+01,3.0000e-02
2.2000e+01,3.0000e-02
2.3000e+01,3.0000e-02
2.4000e+01,3.0000e-02
2.5000e+01,3.0000e-02
2.6000e+01,3.0000e-02
2.7000e+01,3.0000e-02
2.8000e+01,3.0000e-02
2.9000e+01,3.0000e-02
3.0000e+01,3.0000e-02
3.1000e+01,3.0000e-02
3.2000e+01,3.0000e-02
3.3000e+01,3.0000e-02
3.4000e+01,3.0000e-02
3.5000e+01,3.0000e-02
3.6000e+01,3.0000e-02
3.7000e+01,3.0000e-02
3.8000e+01,3.0000e-02
3.9000e+01,3.0000e-02
4.0000e+01,3.0000e-02
4.1000e+01,3.0000e-02
4.2000e+01,3.0000e-02
4.3000e+01,3.0000e-02
4.4000e+01,3.0000e-02
4.5000e+01,3.0000e-02
4.6000e+01,3.0000e-02
4.7000e+01,3.0000e-02
4.8000e+01,3.0000e-02
4.9000e+01,3.0000e-02
5.0000e+01,3.0000e-02
5.1000e+01,3.0000e-02
5.2000e+01,3.0000e-02
5.3000e+01,3.0000e-02
5.4000e+01,3.0000e-02
5.5000e+01,3.0000e-02
5.6000e+01,3.0000e-02
5.7000e+01,3.0000e-02
5.8000e+01,3.0000e-02
5.9000e+01,3.0000e-02
6.0000e+01,3.0000e-02
6.1000e+01,3.0000e-02
6.2000e+01,3.0000e-02
6.3000e+01,3.0000e-02
6.4000e+01,3.0000e-02
6.5000e+01,3.0000e-02
6.6000e+01,3.0000e-02
6.7000e+01,3.0000e-02
6.8000e+01,3.0000e-02
6.9000e+01,3.0000e-02
7.0000e+01,3.0000e-02
7.1000e+01,3.0000e-02
7.2000e+01,3.0000e-02
7.3000e+01,3.0000e-02
7.4000e+01,3.0000e-02
7.5000e+01,3.0000e-02
7.6000e+01,3.0000e-02
7.7000e+01,3.0000e-02
7.8000e+01,3.0000e-02
7.9000e+01,3.0000e-02
8.0000e+01,3.0000e-02
8.1000e+01,3.0000e-02
8.2000e+01,3.0000e-02
8.3000e+01,3.0000e-02
8.4000e+01,3.0000e-02
8.5000e+01,3.0000e-02
8.6000e+01,3.0000e-02
8.7000e+01,3.0000e-02
8.8000e+01,3.0000e-02
8.9000e+01,3.0000e-02
9.0000e+01,3.0000e-02
9.1000e+01,3.0000e-02
9.2000e+01,3.0000e-02
9.3000e+01,3.0000e-02
9.4000e+01,3.0000e-02
9.5000e+01,3.0000e-02
9.6000e+01,3.0000e-02
9.7000e+01,3.0000e-02
9.8000e+01,3.0000e-02
9.9000e+01,3.0000e-02
1.0000e+02,3.0000e-02
1.0100e+02,3.0000e-02
1.0200e+02,3.0345e-02
